	expression	promoter.meth	gene.meth
C230096C10Rik	7.4100285	12.511296	90.21225
C2cd2	6.0933375	2.7777777	77.44893
C2cd2l	4.0071807	0.3125	10.777928
C2cd3	6.5064135	1.6483517	91.38961
C2cd4a	-4.16719	1.8518519	0.14184399
C2cd4b	-4.0151873	0.5649718	1.0674932
C2cd4c	1.5995227	1.5243902	7.89139
C2cd4d	0.15473793	1.1494254	1.7131617
C3	-2.015187	5.8479533	3.4848487
C330002G04Rik	-4.16719	1.7241379	10.053004
C330005M16Rik	-4.16719	4.518519	6.165395
C330006A16Rik	7.0434813	9.016394	30.911205
C330006D17Rik	1.1140959	1.3321168	0.29761904
C330006K01Rik	5.809772	7.8846154	71.55199
C330007P06Rik	2.306741	11.509729	66.335434
C330008G21Rik	-4.16719	100	97.02381
C330011M18Rik	3.103754	2.2558923	0.9700177
C330013E15Rik	1.9155504	4.0876436	0.58441556
C330013F16Rik	1.4110777	12.037037	23.757551
C330013J21Rik	-4.16719	0	79.74683
C330018A13Rik	-1.015187	24.303032	70.856804
C330018D20Rik	4.1192393	0	38.61212
C330019F10Rik	-4.16719	7.9545455	1.5903308
C330019G07Rik	7.7110314	0	78.12492
C330021F23Rik	-0.43022457	0	2.6037197
C330027C09Rik	6.3302183	1.1724138	79.28571
C330046G03Rik	-4.16719	4.005848	5.482534
C330046G13Rik	-3.015187	9.375	7.137188
C3ar1	-0.84526205	3.5294118	14.217903
C430002E04Rik	-4.16719	1.5151515	2.0714285
C430014B12Rik	3.664293	8.655986	64.54657
C430039J16Rik	-4.16719	2.1505377	3.3771932
C430042M11Rik	-4.16719	2.0089285	4.3831167
C430048L16Rik	0.37713045	0.65789473	37.5
C430049B03Rik	-0.69325894	0	1.1574074
C4a	2.324663	96.96067	97.10163
C4b	-4.16719	12.222222	52.054417
C4bp	-4.16719	19.560186	3.214784
C530005A16Rik	3.6990585	15.627452	31.241665
C530008M17Rik	0.68525267	1.1363636	12.476433
C530025M09Rik	-4.16719	47.26293	26.47147
C530028O21Rik	0.15473793	0	1.994302
C530050E15Rik	-1.693259	0.24154592	81.507935
C5ar1	-4.0151873	0	1.9236112
C6	-0.84526205	1.6666667	10.58636
C630004H02Rik	4.103754	0	73.34052
C630004L07Rik	-4.16719	0.19607845	0
C630020P19Rik	-4.16719	2.6436784	2.5004783
C630028M04Rik	-4.16719	6.25	22.673908
C630043F03Rik	0.7921679	0.19953053	8.438257
C630050I24Rik	-4.16719	56.39017	66.85574
C7	-1.015187	0	42.47554
C730034F03Rik	1.6286691	39.443275	4.774306
C77080	3.3771305	3.75	4.732668
C77370	5.552769	1.4492755	36.346176
C78197	-3.015187	91.31945	84.529915
C78339	6.566955	0	28.300655
C79798	-4.16719	97.61905	94.12773
C80913	6.353319	12.00717	71.81782
C85492	5.619624	0	22.914846
C86695	-1.015187	1.5873017	74.46237
C87198	-4.16719	5.357143	77.2807
C87414	-4.0151873	0	83.2628
C87436	4.3685174	15	62.228294
C87499	-4.16719	9.375	68.08943
C87977	-4.16719	11.25	86.36364
C8a	-2.015187	5.8333335	80.52986
C8b	3.944815	33.97059	24.362453
C8g	3.9390092	95.19231	26.705128
C9	-4.16719	98.88889	93.0177
C920006O11Rik	1.5697755	2.1164024	3.3760684
C920011F04Rik	-0.015187042	98.75	99.4898
C920021L13Rik	-0.015187042	16.676485	43.641983
Cab39	6.842794	0.42372882	58.545135
Cab39l	5.288594	5.3362575	84.61745
Cabin1	8.7380295	3.6111112	92.10562
Cables1	5.2136316	4.827586	79.08044
Cables2	5.3728304	3.0269608	69.31866
Cabp1	0.7397005	1.2762764	29.386623
Cabp2	-4.16719	0.46296296	2.2039473
Cabp4	-3.015187	86.66667	85.76008
Cabp5	-3.015187	100	96.83442
Cabp7	3.2327404	0.20703936	28.770128
Cabyr	2.3771305	0	70.99325
Cachd1	4.045509	0	78.326485
Cacna1a	2.2885938	1.3888888	3.283047
Cacna1b	2.306741	1.4803313	28.048527
Cacna1c	2.5239718	1.6534392	4.6043453
Cacna1d	6.005793	94.44444	83.71814
Cacna1e	-2.015187	2.4681935	82.37101
Cacna1f	-2.4302247	2.578125	4.926024
Cacna1g	0.89170355	2.070707	3.6401005
Cacna1h	2.0509021	0.6687243	89.90473
Cacna1i	2.2515996	0.6880734	86.590164
Cacna1s	-4.16719	1.7857143	4.158533
Cacna2d1	2.6990585	1.7948719	83.11011
Cacna2d2	3.705912	0.6097561	3.3698373
Cacna2d3	3.9734979	0.9423348	87.48124
Cacna2d4	-0.69325894	0	2.535479
Cacnb1	0.7921679	1.1627907	1.5851852
Cacnb2	3.7661726	1.2295082	80.72282
Cacnb3	6.3771305	9.444445	56.86485
Cacnb4	3.3157299	3.7037036	72.75548
Cacng1	-4.16719	89.38272	94.707756
Cacng2	-4.16719	4.9375	3.448664
Cacng3	-4.16719	2.7482271	41.96371
Cacng4	0.37713045	1.1396012	43.80065
Cacng5	2.4442446	0.88235295	4.043011
Cacng6	-4.16719	2.2163122	11.726915
Cacng7	1.342365	0	60.047733
Cacng8	-3.015187	0.9746589	1.1549333
Cacybp	4.9678063	1.0248448	50.869923
Cad	7.6669292	7.474227	84.192955
Cadm1	5.3899546	1.5669516	82.226906
Cadm2	-4.16719	0.2840909	6.209403
Cadm3	-0.69325894	0.96618366	2.7822511
Cadm4	0.842794	0	1.7786885
Cadps	1.0292072	3.169014	14.5590725
Cadps2	7.5370016	0.59386975	76.07171
Cage1	3.2515996	0.5995204	49.56138
Calb1	-0.69325894	0.56962025	66.98226
Calb2	-4.0151873	1.3888888	3.5525317
Calca	-1.693259	10.416667	16.031057
Calcb	-4.0151873	0.308642	1.2538227
Calcoco1	5.7296467	1.5873016	86.455956
Calcoco2	-4.16719	1.25	4.0476193
Calcr	-4.16719	0	10.641654
Calcrl	-0.5557554	1.5151515	3.7582028
Cald1	1.508375	13.1410265	2.9900787
Calhm1	-4.16719	1.4285716	1.5425532
Calhm2	3.5470555	3	80.15596
Calm1	8.450379	2.345679	41.457607
Calm2	4.539402	0.7751938	54.63123
Calm3	5.619624	0.24875624	68.59838
Calm4	-4.16719	97.77778	94.23077
Calml3	-4.0151873	70.2145	78.19445
Calml4	-2.4302247	20.3	32.32251
Caln1	-0.20783208	2.9239767	72.01892
Calr	9.779127	2.5	46.759262
Calr3	2.0509021	3.0701756	66.16412
Calr4	-0.43022457	0	55.23473
Calu	7.4980474	1.1666667	71.64261
Caly	-4.16719	0.46296296	1.8023256
Camk1	3.5546684	63.878212	88.12641
Camk1d	2.154738	0.6060606	90.9806
Camk1g	1.7921679	2.666667	5.793442
Camk2a	-4.0151873	2.6666667	3.5020013
Camk2b	1.6286691	2.2486773	19.531366
Camk2d	2.13456	3.9	13.974288
Camk2g	5.771083	0.8422939	81.35931
Camk2n1	-1.693259	1.9774013	1.3137894
Camk2n2	-1.693259	0.13661203	7.0179744
Camk4	3.4846587	5.15873	43.866264
Camkk1	1.0292072	1.6203704	7.0582185
Camkk2	4.4152656	0.625	42.93743
Camkv	3.9096255	4.923077	23.094055
Caml	4.0933375	0.47043014	71.11401
Camp	-4.0151873	9.411765	49.500294
Camsap1	6.346757	0.34482762	73.901276
Camsap2	6.0387387	1.1160715	72.46701
Camsap3	7.862864	1.8421053	58.550724
Camta1	6.579138	0.16260163	22.414858
Camta2	4.736357	20.292793	58.45238
Cand1	8.767402	0.33333334	57.81621
Cand2	6.343464	1.4550264	4.0483384
Cant1	6.787329	1.2536874	82.49308
Canx	8.740118	3.0666668	69.74234
Cap1	7.319086	0.308642	72.22065
Cap2	-4.16719	4.878049	3.4312317
Capg	-2.015187	1.8867925	31.672825
Capn1	1.6852527	0.2840909	78.186485
Capn10	6.244556	4.1975307	69.192444
Capn11	-2.4302247	95.652176	15.6048355
Capn12	2.817703	2.173913	65.21971
Capn13	-4.16719	1.1904762	18.531689
Capn2	1.6852527	1.8563687	3.5116096
Capn3	0.68525267	44.791668	16.464626
Capn5	4.6358647	0.4032258	11.415315
Capn6	-0.015187042	5.483871	12.432583
Capn7	5.9433656	0	68.26909
Capn8	-3.015187	0.90090096	3.1338768
Capn9	-2.4302247	4.861111	20.319496
Capns1	4.51229	4.8170733	60.67865
Capns2	-4.16719	100	96.5
Caprin1	8.076909	4.962547	57.411766
Caprin2	9.404905	0.4065041	74.802925
Caps2	3.8113616	7.6923075	3.3408918
Capsl	-4.16719	0	6.530445
Capza1	3.3511353	9.858348	82.97821
Capza2	5.152231	9.166667	55.98015
Capza3	-4.16719	12.280703	4.254386
Capzb	7.6059494	7.0059	88.06825
Car1	-4.16719	100	89.376656
Car10	-2.4302247	0.41666666	81.266754
Car11	-2.4302247	0.77519387	1.5323855
Car12	-4.16719	0	3.3831859
Car13	-1.015187	3.0208333	1.0830091
Car14	-0.43022457	5.362319	58.392494
Car15	0.62866914	68.106064	17.003746
Car2	-0.10829648	1.744186	3.0647132
Car3	-4.16719	97.94872	96.053246
Car4	-4.0151873	0.7478633	1.085627
Car5a	-3.015187	4.285714	2.5258372
Car5b	-0.10829648	1.3227514	7.6288667
Car6	-4.16719	7.057823	1.3683561
Car7	2.7792287	6.5258217	44.910564
Car8	1.5697755	64.82571	89.69755
Car9	-3.015187	60.144928	74.384735
Card10	1.842794	1.8518518	3.4468145
Card11	-3.015187	0	23.111015
Card14	2.6286693	0	58.7419
Card6	4.2469077	92.98246	92.552635
Card9	0.44424465	98.05556	70.70717
Carf	4.324663	8.015873	82.10128
Carhsp1	3.5546684	8.152611	70.40957
Carkd	4.346757	0.72178483	66.60085
Carm1	8.0414505	1.2735044	76.937675
Carns1	2.9273274	3.7037036	0.78338593
Cars	6.35441	2.142857	84.99095
Cars2	5.7279644	1.1235955	88.04699
Cartpt	-2.4302247	0	0.95238096
Casc1	4.8551774	10.032363	84.37913
Casc3	7.1440535	99.30555	73.55177
Casc4	4.7727156	0.8090615	69.89777
Casc5	4.5317073	6.849315	67.98613
Casd1	2.8917036	2.741228	3.4569414
Cask	5.288594	0	66.853035
Caskin1	4.284021	0.64102566	47.897186
Caskin2	4.3555007	0.7443366	88.494705
Casp1	-4.16719	0	27.424244
Casp12	-4.0151873	2.173913	10.328798
Casp14	-3.015187	1.914099	4.609868
Casp2	6.140896	1.0416666	69.35803
Casp3	0.15473793	1.1111112	60.645348
Casp4	-4.16719	14.880953	14.166668
Casp6	3.4194412	93.690475	96.014984
Casp7	3.2422009	0.8333334	1.7515098
Casp8	0.15473793	0.90909094	32.38807
Casp8ap2	6.1307454	1.2	79.73946
Casp9	5.4985404	0	81.71419
Casq1	-0.10829648	7.638889	39.464054
Casq2	-0.015187042	0	63.73237
Casr	-4.16719	4	2.4265451
Cass4	-0.10829648	2.2857141	22.96006
Cast	4.941915	1.4322917	85.25614
Casz1	3.2976959	1.098901	20.999199
Cat	2.8917036	1.8181819	1.9364185
Catsper1	-4.0151873	0	2.3039217
Catsper2	5.0400953	37.5	57.055725
Catsper3	-3.015187	95.55556	72.34753
Catsper4	-4.16719	12.904762	3.618013
Catsperb	-4.16719	0	14.570922
Catsperg1	3.2794337	2.015504	62.903484
Catsperg2	2.5697753	0	25.098497
Cav1	0.984813	97.32751	90.452576
Cav2	-4.0151873	59.11111	74.24731
Cav3	-4.16719	0.7575758	5.014307
Cbara1	5.8412385	1.6414142	92.440285
Cbfa2t2	6.965667	0.79710144	79.66338
Cbfa2t3	0.44424465	0.90090096	37.603195
Cbfb	4.029207	0	67.72979
Cbl	2.9620929	1.6551725	81.83352
Cblb	4.2039814	0.51020414	3.8708363
Cblc	-4.16719	0.4694836	3.2170262
Cbll1	6.1522307	0.38370723	46.82477
Cbln1	4.55846	4.6938777	16.796974
Cbln2	-2.4302247	1.0173161	1.1797752
Cbln3	1.0292072	2.1296296	8.519901
Cbln4	-4.0151873	0.73770493	12.401813
Cbr1	3.082845	9.803923	23.579546
Cbr2	-4.16719	1.8018019	1.7948719
Cbr3	-0.69325894	13.297431	18.288332
Cbr4	2.8796308	4.4444447	79.71806
Cbs	-3.015187	1.0606061	30.693317
Cbwd1	4.0933375	0.6060606	93.4723
Cbx1	6.064297	1.1494254	57.22222
Cbx2	4.86133	1.0067114	52.659233
Cbx3	4.3202033	2.3498378	43.70036
Cbx4	4.7397003	1.2037038	40.32197
Cbx5	5.692172	9.95671	81.82277
Cbx6	5.659005	4.0816326	0.8912281
Cbx7	4.906654	2.542373	36.149982
Cbx8	3.3856924	1.6467066	30.351852
Cby1	4.33796	0.5595238	80.78309
Cby3	-1.4302245	95	17.695475
Cc2d1a	7.0900664	1.1881188	88.47222
Cc2d1b	6.8373423	0	65.47024
Cc2d2a	0.984813	3.4722223	33.238148
Ccar1	6.6367617	1.1648746	75.179245
Ccbe1	-0.10829648	0	53.64592
Ccbl1	4.288594	16.614035	46.531075
Ccbl2	4.4846587	3.058608	64.00023
Ccbp2	-2.015187	1.6161617	1.3906739
Ccdc101	5.824017	7.619048	73.26858
Ccdc102a	-1.015187	3.074405	7.606204
Ccdc103	1.7397004	13.118688	3.1632652
Ccdc104	5.488639	0.35211268	43.41398
Ccdc105	-4.16719	2.631579	1.8578258
Ccdc106	1.9848129	0.64102566	34.294872
Ccdc107	4.0016212	1.8656716	8.978496
Ccdc108	1.0722758	0.5	2.4781494
Ccdc109a	3.9678066	0.43650797	28.952631
Ccdc109b	-2.015187	0	77.3402
Ccdc11	0.7397005	68.484856	68.315125
Ccdc110	-1.015187	3.4482758	42.95398
Ccdc111	4.3685174	1.2612613	81.188194
Ccdc112	3.4110777	0.7692308	48.15515
Ccdc113	0.23274046	2.5462964	51.455833
Ccdc114	1.342365	1.7730497	72.59676
Ccdc115	4.4605465	3.023599	3.1775072
Ccdc116	0.62866914	1.2700803	3.6028197
Ccdc117	6.9185038	0.95628417	59.368546
Ccdc12	1.4442446	2.34375	83.698395
Ccdc120	3.1942666	1.875	72.37336
Ccdc121	-4.16719	2.3809524	0
Ccdc122	2.8796308	0.84541065	33.857273
Ccdc123	4.8917036	13.080041	80.59779
Ccdc124	5.2999625	0.5514706	61.39026
Ccdc125	-0.69325894	2.4509804	10.208156
Ccdc126	3.5622418	9.220679	80.6557
Ccdc127	4.9448147	0.5899705	60.618492
Ccdc129	-4.16719	3.021978	8.219399
Ccdc13	3.7596	0	56.46499
Ccdc130	4.57727	0.9057971	81.690704
Ccdc132	5.76289	11.949686	82.89892
Ccdc134	5.853636	0.29239768	75.83846
Ccdc135	1.2327404	0.8333333	14.136309
Ccdc136	7.2874517	1.9005848	83.29007
Ccdc137	4.0669622	14.938272	68.29017
Ccdc138	3.7857127	1.48423	85.474365
Ccdc14	4.9096255	0	54.911785
Ccdc141	-0.43022457	0	89.30666
Ccdc142	4.752997	0.46413505	25.77573
Ccdc144b	-4.16719	4.5977015	4.8785305
Ccdc146	1.342365	0.18248175	59.94157
Ccdc147	-4.16719	1.7759105	8.373425
Ccdc148	1.9155504	0.7575758	44.446777
Ccdc15	4.0722756	12.587905	81.02425
Ccdc150	4.4068775	0	90.17166
Ccdc151	3.8113616	12.708333	2.9941006
Ccdc152	3.4360242	23.289474	42.322502
Ccdc153	-4.16719	0.95238096	3.327331
Ccdc154	-4.16719	90.833336	53.96251
Ccdc155	3.7195227	0.66666675	79.59884
Ccdc157	6.654584	7.207207	85.18492
Ccdc158	5.66077	1.3531353	49.941677
Ccdc159	-0.69325894	4.090909	2.9217045
Ccdc160	2.2327404	0.18832393	2.4151344
Ccdc162	0.3067411	73.9899	84.50505
Ccdc163	5.324663	0.29411766	52.608696
Ccdc164	2.8917036	4.0935674	22.794983
Ccdc17	1.306741	6.9047623	14.945535
Ccdc18	1.6286691	2.0736434	85.5133
Ccdc19	3.082845	6.7204304	54.15187
Ccdc21	7.3984413	1.6754851	64.70812
Ccdc22	3.9960403	1.8867924	76.18876
Ccdc23	5.0802097	0.9876544	25.162748
Ccdc24	6.3792753	89.057976	90.11521
Ccdc25	5.082845	2.7478533	68.91204
Ccdc27	-4.16719	0.8814103	9.682232
Ccdc28a	3.8796308	0.82417583	70.23108
Ccdc28b	0.93900925	3.841808	62.520607
Ccdc3	-1.015187	0.990099	44.178898
Ccdc30	0.842794	1.949405	49.789448
Ccdc32	2.5697753	2.5956285	80.658264
Ccdc33	-1.015187	0	3.8129394
Ccdc34	4.6250577	0	36.037094
Ccdc36	2.817703	91.666664	70.22577
Ccdc37	0.5697754	1.8229167	42.29772
Ccdc38	3.6141696	4.70679	45.894043
Ccdc39	3.0292072	0	16.27895
Ccdc40	1.4442446	0.73286057	37.319775
Ccdc41	5.767811	0.33126295	83.33553
Ccdc42	-4.16719	80.882355	41.362003
Ccdc43	2.5239718	2.0952382	5.2531857
Ccdc45	5.0535913	0.7124682	74.35052
Ccdc46	5.364191	0.29069766	13.23786
Ccdc47	4.184485	0.8785332	53.05844
Ccdc48	-1.4302245	2.5263157	2.5488803
Ccdc50	5.2516	0.390625	67.20402
Ccdc51	2.6713135	17.529411	69.60718
Ccdc53	5.164722	1.0869565	90.85772
Ccdc54	-4.16719	7.6388893	6.060606
Ccdc55	5.6869855	0.6944444	84.12814
Ccdc56	4.4645934	2.0833335	0
Ccdc57	4.5921435	1.7276423	81.57209
Ccdc58	2.4442446	1.3358779	67.18265
Ccdc59	4.539402	18.513514	37.334072
Ccdc6	5.6783	0.5714286	86.01299
Ccdc60	4.562242	1.3419914	87.64241
Ccdc61	5.766173	3.2771537	84.08213
Ccdc62	5.671314	79.06667	72.84529
Ccdc63	-4.0151873	3.4210527	88.7101
Ccdc64	7.2374783	1.4076577	67.39371
Ccdc64b	-1.2078321	2.1088436	63.80304
Ccdc65	1.2702152	13.466667	33.421906
Ccdc66	5.2256045	2.006173	75.45426
Ccdc67	2.792168	1.09375	11.5294895
Ccdc68	2.13456	96.312065	92.49331
Ccdc69	-1.693259	1.3013699	82.20677
Ccdc7	-4.16719	0	15.560977
Ccdc70	-4.16719	53.333332	5.3125
Ccdc71	5.8871884	4.7979803	49.876953
Ccdc72	2.9273274	6.5277777	48.238636
Ccdc73	7.3722916	1.4285715	84.25789
Ccdc74a	3.082845	0.625	45.43046
Ccdc75	4.736357	3.6342595	82.36074
Ccdc76	3.9096255	99.10715	74.70212
Ccdc77	4.0562754	3.2520325	58.34914
Ccdc78	-0.43022457	2.607527	23.548248
Ccdc79	4.646591	12.389024	69.72621
Ccdc8	1.342365	0.48076922	3.626263
Ccdc80	0.7921679	0	4.4079294
Ccdc81	-0.43022457	0.5	3.273398
Ccdc83	-4.16719	0	12.390377
Ccdc84	3.4442446	0.63492066	48.930183
Ccdc85a	-4.16719	1.1363636	59.503086
Ccdc85b	1.306741	0	34.85491
Ccdc85c	5.048208	0.5681818	83.84393
Ccdc86	6.3631077	3.027211	54.282894
Ccdc87	2.4442446	21.17371	2.8603604
Ccdc88a	5.771083	0	77.587494
Ccdc88b	-2.015187	90.104164	88.45897
Ccdc88c	8.436024	3.0092592	85.613304
Ccdc89	-1.015187	1.4705882	1.1494253
Ccdc9	6.550867	0	79.590256
Ccdc90a	3.2422009	1.3616558	49.42563
Ccdc90b	4.4806676	4.5052085	44.32271
Ccdc91	5.037381	2.9040406	90.2365
Ccdc92	7.0468593	2.3216567	62.096317
Ccdc93	5.66077	0	80.95532
Ccdc94	3.57727	1.8018019	83.40064
Ccdc96	3.4605465	2.4751773	5.3454237
Ccdc97	6.4846587	21.062803	82.13901
Ccdc99	5.174638	0.3663004	85.20316
Cchcr1	3.0509021	13.403264	47.54251
Ccin	-4.16719	0	0.28625953
Cck	-4.16719	2.4590163	1.7
Cckar	-4.16719	37.12963	81.26723
Cckbr	-4.16719	0.92105263	4.772105
Ccl1	-4.16719	5.6034484	42.635597
Ccl11	-3.015187	3.3333335	11.347519
Ccl12	-4.16719	79.906456	75.79365
Ccl17	-3.015187	9.691359	4.057971
Ccl2	-4.0151873	11.363636	0
Ccl20	-4.16719	1.5625	2.2522523
Ccl22	-4.16719	5.1501036	3.3436356
Ccl24	-2.015187	6.8452377	0.21008405
Ccl25	2.0071807	10.139471	57.744377
Ccl26	-4.16719	9.009009	1.7543861
Ccl27a	-1.4302245	45.27778	48.04965
Ccl3	-4.16719	72.38426	47.20058
Ccl4	-4.0151873	7.8674955	19.464285
Ccl5	-4.16719	1.8518519	2.1245422
Ccl6	-4.0151873	98.52941	96.831505
Ccl7	-4.16719	0.68027216	4.6218486
Ccl8	-4.16719	80.76923	52.54386
Ccl9	-4.0151873	2.2222223	1.4047619
Ccm2	5.6159897	1.4525995	88.430115
Ccna1	1.154738	0.56689346	3.368254
Ccna2	6.2469077	20.29703	25.336195
Ccnb1	2.842794	0.74626863	45.11494
Ccnb1ip1	5.671314	1.9601331	19.513084
Ccnb2	6.949876	6.111111	75.22704
Ccnb2-ps	1.2327404	77.77778	87.33333
Ccnb3	7.9254937	96.80851	90.5238
Ccnc	3.804992	0.16611296	78.10183
Ccnd1	2.0933373	1.6810344	58.96423
Ccnd2	3.306741	2.173913	1.790393
Ccnd3	3.7195227	0.60439557	20.24744
Ccndbp1	4.103754	17.537313	53.589436
Ccne1	4.7430363	0.62849164	53.532818
Ccne2	4.3555007	4.0392156	31.111113
Ccnf	5.1446843	0.28011206	86.83022
Ccng1	4.3511353	1.2437811	55.944336
Ccng2	4.4645934	0	25.40197
Ccnh	5.3202033	1.2987013	70.23986
Ccni	5.425682	4.3820224	57.031864
Ccnj	4.07757	1.3034961	66.93162
Ccnjl	0.3067411	0.8130081	2.5693803
Ccnk	7.475664	99.10714	97.99289
Ccnl1	5.7413692	0.31055903	34.461113
Ccnl2	6.408979	8.660969	58.5565
Ccno	8.372023	0.087642424	24.969604
Ccnt1	6.3587656	0	51.66561
Ccnt2	6.274832	12.398921	67.20404
Ccny	7.2638435	0.74404764	76.27139
Ccnyl1	4.746364	30.67633	52.54559
Ccpg1	6.859794	5.2333336	76.59826
Ccr1	-3.015187	94.44445	47.265625
Ccr10	-4.16719	99.38461	98.54418
Ccr1l1	-4.16719	77.57576	99.21875
Ccr2	-4.16719	2.962963	11.284722
Ccr3	-4.16719	19.04762	28.51064
Ccr4	-4.16719	1.5625	3.6832614
Ccr5	-3.015187	9.722222	3.0396426
Ccr6	-4.16719	3.125	1.6832249
Ccr7	-4.16719	1.9379846	2.505342
Ccr8	-4.0151873	4.5045047	1.876877
Ccr9	-2.015187	3.1504066	29.671467
Ccrl1	2.2327404	98.07692	96.194275
Ccrl2	-0.43022457	1.2962964	0.21551724
Ccrn4l	6.8041935	1.369863	48.68606
Ccs	4.2136316	1.5339234	84.09466
Cct2	9.028523	0.64102566	69.694305
Cct3	8.102456	8.741771	61.028076
Cct4	7.924025	0.4975125	47.615383
Cct5	8.354137	5.494624	47.246643
Cct6a	7.8796306	10	67.03252
Cct6b	0.5697754	8.549128	28.802628
Cct7	8.442194	5.572789	51.969788
Cct8	8.669343	1.5	65.273766
Cct8l1	-4.16719	13.709678	5.050505
Ccz1	5.436024	9.077381	87.02256
Cd101	-3.015187	6.3492064	23.480537
Cd109	2.9734979	2.0512822	3.293571
Cd14	-4.16719	0	1.8066158
Cd151	4.584726	30.698587	7.277628
Cd160	2.0071807	0.64102566	84.752
Cd163	-4.16719	52.522526	61.75594
Cd163l1	-2.015187	5.25	5.7230873
Cd164	8.0881	0	37.074833
Cd164l2	4.456488	74.86253	17.287354
Cd177	0.62866914	0	88.273384
Cd180	2.0933373	27.988506	85.20111
Cd19	-1.693259	0	3.2442749
Cd1d1	-4.16719	1.6894977	14.630954
Cd1d2	-4.16719	1.1494254	10.069446
Cd2	-4.16719	1.8918918	2.2304833
Cd200	-0.84526205	3.4482758	21.04811
Cd200r1	-4.16719	0.5681818	2.4827929
Cd200r2	-2.4302247	21.016487	7.7633476
Cd200r3	-4.16719	28.78788	81.84135
Cd200r4	-4.16719	0	17.488867
Cd207	-4.16719	0	4.88189
Cd209a	-4.16719	100	98
Cd209b	-4.16719	9.090909	4.108844
Cd209c	-4.16719	62.333336	93.46154
Cd209d	-3.015187	15.6862755	5.969697
Cd209e	-3.015187	0	3.4188037
Cd209f	-4.16719	3.5714288	34.097225
Cd209g	-4.16719	3.4397163	10.714286
Cd22	-4.0151873	93.548386	96.28325
Cd226	-4.16719	2.2222223	60.066536
Cd244	-4.16719	5.679013	49.938477
Cd247	4.674811	6.730769	15.43337
Cd248	0.44424465	2.183908	17.407606
Cd24a	-0.31474733	1.4884136	2.159091
Cd27	1.9390093	100	95.20172
Cd274	1.2327404	0.952381	3.1670208
Cd276	3.0616286	0.12919898	2.7372684
Cd28	-4.0151873	0	9.873188
Cd2ap	4.864396	0.9433962	79.54303
Cd2bp2	6.4503794	11.165049	64.0873
Cd300a	-3.015187	4.166667	10.841395
Cd300c	-4.16719	29.920635	96.03175
Cd300e	-3.015187	1.75	3.55629
Cd300lb	-4.16719	0	2.9187398
Cd300ld	-4.16719	3.9473684	4.671717
Cd300lf	-1.4302245	21.153847	82.01139
Cd300lg	-4.16719	0	2.6945972
Cd300lh	-4.16719	6.0606065	0.8333334
Cd302	-2.4302247	3.6036038	4.972319
Cd320	5.4380836	21.58283	55.736645
Cd33	-4.0151873	7.5	3.8237576
Cd34	0.93900925	1.0666667	8.794643
Cd36	-1.2078321	0	91.08601
Cd37	-2.015187	0	1.3623791
Cd38	-3.015187	2.1333334	3.3995697
Cd3d	-2.015187	7.5	2.54717
Cd3e	-1.693259	0	1.5198238
Cd3eap	5.6322713	1.6995615	71.05278
Cd3g	-4.16719	8	4.7329473
Cd4	2.804992	90.19608	93.4959
Cd40	-4.16719	3.75	31.111786
Cd40lg	-4.16719	38.57143	54.3907
Cd44	1.3771304	3.5714285	4.916779
Cd46	-0.5557554	91.64502	65.10674
Cd47	4.018236	0.9043928	8.484663
Cd48	-4.16719	5.5873017	7.7911363
Cd5	-4.16719	96.91358	87.66226
Cd52	-0.015187042	6.1011906	32.90493
Cd53	-4.16719	5.555556	21.377409
Cd55	7.2771344	0	67.35992
Cd59a	-3.015187	10.485348	27.476597
Cd59b	-2.4302247	7.0114946	24.058378
Cd5l	-4.16719	0	4.625604
Cd6	-4.0151873	1.7094018	14.359489
Cd63	0.15473793	3.6764705	3.512931
Cd63-ps	2.0722756	98.06202	92.5
Cd68	0.7921679	86.451614	94.05644
Cd69	-4.16719	84.10714	97.853874
Cd7	-4.16719	7.3655915	26.343283
Cd70	-4.16719	2.7906976	3.2
Cd72	7.009952	0	43.504093
Cd74	-4.0151873	0	73.31227
Cd79a	-3.015187	2.006173	2.3400674
Cd79b	-4.16719	9.42029	2.7853882
Cd80	1.8674561	6.25	13.27565
Cd81	3.9904375	2.9268293	8.020016
Cd82	1.5394018	2.2598872	3.1186287
Cd83	-4.16719	1.6129032	17.613743
Cd84	-4.0151873	23.214285	28.14394
Cd86	-4.16719	2.5	3.7420492
Cd8a	-4.16719	6.4102564	12.7530575
Cd8b1	-4.16719	2.7083335	5.1161647
Cd9	5.6519246	3.9473684	83.23546
Cd93	2.5995228	0	4.1944447
Cd96	-4.16719	5.769231	7.002497
Cd97	5.0933375	0	21.979696
Cd99l2	4.3202033	2.5157235	87.35489
Cda	-4.16719	1.2025317	1.3749909
Cdadc1	4.3771305	3.4810126	87.26711
Cdan1	6.545146	0.23684211	76.26855
Cdc123	4.9185038	7.166667	87.13471
Cdc14a	0.62866914	41.75926	90.537476
Cdc14b	3.4524186	0.89485466	56.368324
Cdc16	7.297129	1.4077669	72.76119
Cdc20	4.5921435	1.1468254	21.015368
Cdc20b	1.1140959	0.24038461	3.1712217
Cdc23	6.1396313	0	73.5945
Cdc25a	6.271371	0.40983605	67.811584
Cdc25b	0.68525267	0.43859652	77.29077
Cdc25c	-0.015187042	0.26666668	84.89462
Cdc26	1.6286691	21.383648	75.061134
Cdc27	5.293152	2.1794872	78.3844
Cdc34	6.303355	3.2206123	56.609444
